0.030039527,0.50592887,4.2051539
0.028458498,0.44268775,4.2051539
0.02687747,0.31620553,4.1419129
0.025296442,0.25296444,4.1419129
0.022134388,0.12648222,4.2051539
0.022134388,0.12648222,4.2683954
0.015810277,0.063241109,4.3316364
0.017391304,0.063241109,4.5213599
0.018972332,0.12648222,4.6478419
0.014229249,0.18972331,4.8375654
0.014229249,0.25296444,5.0272884
0.012648221,0.37944663,5.2802529
0.014229249,0.50592887,5.5332174
0.018972332,0.56916994,5.7861819
0.014229249,0.69565219,6.0391464
0.018972332,0.75889325,6.2921104
0.022134388,0.82213438,6.5450749
0.02055336,0.8853755,6.7980394
0.025296442,0.94861662,6.9877629
0.025296442,0.94861662,7.2407274
0.028458498,0.94861662,7.4936919
0.028458498,0.8853755,7.6834149
0.031620555,0.82213438,7.7466559
0.036363635,0.75889325,7.8098974
0.034782607,0.63241106,7.8098974
0.033201583,0.56916994,7.8098974
0.030039527,0.44268775,7.6834149
0.028458498,0.31620553,7.6201739
0.030039527,0.25296444,7.4304504
0.028458498,0.12648222,7.1774859
0.025296442,0.063241109,6.9245219
0.023715414,0.063241109,6.6083164
0.022134388,0,6.3553519
0.02055336,-0.063241109,6.1023874
0.018972332,-0.063241109,5.8494229
0.018972332,-0.063241109,5.6596994
0.02055336,-0.063241109,5.4067349
0.022134388,0,5.2802529
0.022134388,0,5.2170119
0.02055336,0,5.1537709
0.022134388,0,5.2170119
0.02055336,0,5.2170119
0.022134388,-0.063241109,5.3434939
0.023715414,-0.063241109,5.4067349
0.025296442,-0.063241109,5.5964584
0.028458498,-0.063241109,5.8494229
0.02687747,-0.12648222,6.0391464
0.030039527,-0.18972331,6.2288694
0.031620555,-0.18972331,6.3553519
0.031620555,-0.25296444,6.5450749
0.031620555,-0.31620553,6.6715574
0.030039527,-0.31620553,6.7980394
0.02687747,-0.31620553,6.8612804
0.02687747,-0.25296444,6.8612804
0.028458498,-0.18972331,6.8612804
0.02687747,-0.12648222,6.7347984
0.025296442,0,6.4818339
0.023715414,0.12648222,6.1656284
0.022134388,0.31620553,5.7861819
0.022134388,0.56916994,5.2802529
0.02055336,0.8853755,4.8375654
0.017391304,1.201581,4.2683954
0.02055336,1.5177865,3.6992252
0.02055336,1.8339921,3.1300554
0.022134388,2.0869565,2.6241264
0.022134388,2.339921,2.1814387
0.023715414,2.5928855,1.8652332
0.02687747,2.8458498,1.6122688
0.023715414,3.0988142,1.4225454
0.022134388,3.3517787,1.2960632
0.018972332,3.604743,1.2960632
0.017391304,3.7944665,1.2960632
0.02055336,4.047431,1.3593043
0.022134388,4.3003955,1.4225454
0.023715414,4.616601,1.5490277
0.022134388,4.869565,1.6755099
0.022134388,5.1225295,1.8019921
0.017391304,5.375494,1.9284743
0.0079051387,5.6284585,2.0549564
0.0094861658,5.881423,2.2446799
0.0063241106,6.071146,2.3079209
0.0031620553,6.2608695,2.4344032
-0.0031620553,6.387352,2.4976442
-0.0063241106,6.450593,2.6241264
-0.0079051387,6.450593,2.7506087
-0.012648221,6.450593,2.8770909
-0.022134388,6.387352,3.0035732
-0.023715414,6.3241105,3.1300554
-0.028458498,6.1976285,3.2565374
-0.030039527,6.1343875,3.3830197
-0.02687747,6.071146,3.4462609
-0.02687747,6.007905,3.5095019
-0.023715414,5.944664,3.5095019
-0.022134388,5.881423,3.5095019
-0.017391304,5.881423,3.5095019
-0.012648221,5.818182,3.5095019
-0.011067194,5.7549405,3.4462609
-0.0079051387,5.6916995,3.3197787
-0.0079051387,5.6916995,3.1932964
-0.0031620553,5.7549405,2.9403319
-0.0031620553,5.7549405,2.7506087
-0.0047430829,5.6916995,2.4976442
-0.0015810276,5.6916995,2.2446799
-0.0031620553,5.7549405,1.9917154
-0.0047430829,5.7549405,1.7387509
-0.0015810276,5.7549405,1.4857866
-0.0015810276,5.7549405,1.2960632
0.0015810276,5.6916995,1.1695811
0,5.5652175,1.1063399
-0.0031620553,5.438735,1.0430988
-0.0031620553,5.312253,1.1063399
-0.0015810276,5.1225295,1.2328222
-0.0047430829,4.9960475,1.2960632
-0.0063241106,4.806324,1.4225454
-0.0047430829,4.679842,1.5490277
-0.0094861658,4.5533595,1.7387509
-0.0063241106,4.4901185,1.8652332
-0.0047430829,4.4901185,1.9284743
-0.0079051387,4.4268775,1.9917154
-0.0094861658,4.3636365,1.9917154
-0.0079051387,4.3003955,1.9917154
-0.0094861658,4.3003955,1.9917154
-0.012648221,4.3636365,1.9917154
-0.0094861658,4.3636365,1.9284743
-0.011067194,4.3636365,1.8019921
-0.011067194,4.3636365,1.6755099
-0.0094861658,4.3003955,1.6122688
-0.0094861658,4.3003955,1.5490277
-0.0094861658,4.3003955,1.4857866
-0.0094861658,4.237154,1.4857866
-0.012648221,4.110672,1.4857866
-0.0047430829,3.9841897,1.4225454
-0.0063241106,3.9209485,1.4225454
-0.0079051387,3.7944665,1.4225454
-0.0047430829,3.6679842,1.4857866
-0.0063241106,3.604743,1.5490277
-0.0063241106,3.541502,1.6122688
-0.0047430829,3.541502,1.6122688
-0.0063241106,3.541502,1.6755099
-0.0047430829,3.541502,1.6755099
-0.0063241106,3.541502,1.6755099
-0.0047430829,3.604743,1.6122688
-0.0063241106,3.6679842,1.5490277
-0.0079051387,3.7944665,1.4225454
-0.0079051387,3.8577075,1.3593043
-0.0094861658,3.9209485,1.2960632
-0.0063241106,3.9841897,1.2328222
-0.014229249,4.047431,1.2328222
-0.012648221,4.173913,1.2328222
